brand,model,cpu,gpu,gpu_memory,ram,storage,display_specs,battery,webcam,connections,weight,warranty,fingerprint,ssd_support,ram_gb,price_idr,screen_specs,laptop_type
,Rog Zephyrus DUO 16 GX650RX-XS97,AMD Ryzen 9 6900HX,NVIDIA® GeForce RTX™ 3080 Ti Laptop GPU 16GB,16GB GDDR6,32GB DDR5 4800MHz Memory,2TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"16"" Inch QHD+ 165Hz (3ms) ROG Nebula HDR Mini LED Anti-Glare Display (100% DCI-P3)","90WHrs, 4S1P, 4-cell Li-ion",720P HD IR Camera for Windows Hello,1x USB 3.2 Gen 2 Type-C support DisplayPort™ 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC 2x USB 3.2 Gen 2 Type-A 1x HDMI 2.1 1x 3.5mm Combo Audio Jack 1x RJ45 LAN port,2.59 kg,2 Years,,Unknown,32.0,49997687,"2560 x 1600, 165 HZ",Gaming / Creator
,TUF Gaming FX505D-HN536,AMD Ryzen 7 3750H,"NVIDIA® GeForce® GTX 1650, 4GB",4GB GDDR5,"8GB DDR4-2400 SO-DIMM, Max Capacity : 32GB",512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD 16:9, anti-glare display, sRGB:62.50%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level","48WHrs, 3S1P, 3-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.0 1x USB 2.0 Type-A 2x USB 3.2 Gen 1 Type-,2.20 Kg,2 Years,,Unknown,8.0,11903153,"1920 x 1080, 144 Hz",Gaming / Creator
HP,Victus 15-FA0083NIA,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 4GB,4GB GDDR6,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC 3","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 SuperSpeed USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/micro",2.29 kg,1 Year,,Unknown,16.0,16694880,"1920 x 1080, 144 Hz",Gaming / Creator
Dell,G15 5521 SE,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3060 6GB,6GB GDDR6,32GB Ram,1TB M.2 PCIe Solid State Drive,"15.6"" QHD 240Hz WVA QHD Display",6-Cell 86WHr Integrated,,1. SuperSpeed USB 3.2 Gen 1 2. SuperSpeed USB 3.2 Gen 1 3. Thunderbolt 4/USB Type-C port with DisplayPort with alt mode 4. SuperSpeed USB 3.2 Gen 1 5. HDMI 2.1 6. Power in 7. RJ45 8. Headphones/mic,2.672 kg,1 year,,Unknown,32.0,31650257,"2560 x 1440, 240 HZ",Gaming / Creator
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,6GB,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,"15.6"" Inch FHD 120Hz 250nits WVA Anti-Glare LED Backlit Narrow Border Display","3-Cell Battery, 56WHr",,1. SuperSpeed USB 3.2 Gen 1 2. SuperSpeed USB 3.2 Gen 1 3. Thunderbolt 4/USB Type-C port with DisplayPort with alt mode 4. SuperSpeed USB 3.2 Gen 1 5. HDMI 2.1 6. Power in 7. RJ45 8. Headphones/mic,2.672 Kg,1 year,,Unknown,16.0,20120356,"1920 x 1080, 120 Hz",Gaming / Creator
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3050 4GB,4GB GDDR6,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,"15.6"" Inch FHD 120Hz 250nits WVA Anti-Glare LED Backlit Narrow Border Display","3-Cell Battery, 56WHr",,1. SuperSpeed USB 3.2 Gen 1 2. SuperSpeed USB 3.2 Gen 1 3. USB Type-C port with DisplayPort with alt mode 4. SuperSpeed USB 3.2 Gen 1 5. HDMI 2.1 6. Power in 7. RJ45 8. Headphones/mic,2.672 Kg,1 year,,Unknown,16.0,19564312,"1920 x 1080, 120 Hz",Gaming / Creator
Dell,G15 5511,Intel Core i7-11800H,Nvidia GeForce RTX 3050TI 4GB,4GB GDDR6,"16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD 16:9, 120Hz","6-cell (86 Wh) ""smart"" lithium-ion",HD 720p with dual-array mic and physical shutter,1. USB 3.2 Gen 1 | 2. USB 3.2 Gen 1 with PowerShare | 3. Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. USB 3.2 Gen 1 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic.,2.65 kg,1 year,,Unknown,16.0,15337899,"1920 x 1080, 120 Hz",Gaming / Creator
Dell,G15 5511,Intel Core I7-11800H,Nvidia® GeForce® RTX™ 3050 4GB,4GB GDDR6,"16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD 16:9, 120Hz","6-cell (86 Wh) ""smart"" lithium-ion",HD 720p with dual-array mic and physical shutter,1. USB 3.2 Gen 1 | 2. USB 3.2 Gen 1 with PowerShare | 3. Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. USB 3.2 Gen 1 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic.,2.65 kg,1 Year,,Unknown,16.0,19042075,"1920 x 1080, 120 Hz",Gaming / Creator
Dell,Dell G15 5511,Intel Core I5-11400H,Nvidia GeForce RTX 3050Ti 4GB,4GB GDDR6,"8 GB, 2 x 4 GB, Dual-Channel DDR4, 3200 MHz","512 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD","15.6-inch, FHD, 165 Hz, anti-glare, non-touch, 100% sRGB, 300 nits, wide-viewing angle (WVA)","3-Cell Battery, 56WHr",HD 720p with dual-array mic and physical shutter,1 HiSpeed USB 2.0 1 HiSpeed USB 2.0 with PowerShare 1 USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode 1 SuperSpeed USB 3.2 1 HDMI 1 Power in 1 RJ45 1 Headphones/mic,2.559 Kg,1 year,,Unknown,8.0,13146696,"1920 x 1080, 165 HZ",Gaming / Creator
MSI,Crosshair 15 R6E B12UGZ,Intel Core I7-12700H,NVIDIA GeForce RTX 3070 8GB GDDR6,8GB GDDR6,16GB DDR4 2x 8GB,1TB SSD,"15.6"" QHD, 165Hz, IPS-Level anti-glare",4-Cell 90 (Whr) Battery,HD type (30fps@720p),2x Type-A USB3.2 Gen1 1x Type-C USB3.2 Gen1 1x (4K @ 60Hz) HDMI™ 1x RJ45 1x Type-A USB2.0,2.47 kg,1 Year,,Unknown,16.0,22607197,"2560x1440, 165 HZ",Gaming / Creator
Dell,Intel Core I5-11260H,Intel Core I5-11260H,NVIDIA GeForce RTX 3050,4GB GDDR6,16GB Ram,"512GB SSD M.2 2230, PCIe NVMe Gen3 x 4","15.6-inch, FHD, 165 Hz, anti-glare, non-touch, 100% sRGB, 300 nits, wide-viewing angle (WVA)",,,1 HiSpeed USB 2.0 1 HiSpeed USB 2.0 with PowerShare 1 USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode 1 SuperSpeed USB 3.2 1 HDMI 1 Power in 1 RJ45 1 Headphones/mic,2.559 Kg,1 Year,,Unknown,16.0,14798672,"1920 x 1080, 165 HZ",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti 4GB,4GB GDDR6,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,none,Unknown,1.0,13825447,"1920 x 1080, 120 Hz",Gaming / Creator
HP,Pavilion Gaming 15-dk2099ne,Intel Core i7-11370H,Nvidia GeForce RTX 3050Ti 4GB,4GB,8 GB DDR4-3200 MHz RAM,512 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 72% NTSC","3-cell, 52.5 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.0; 1 RJ-45; 1 AC smart pin; 1 headphone/micr",2.23 kg,1 Year,,Unknown,8.0,13564068,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion 7 16ITHg6,Intel Core i7-11800H,NVIDIA GeForce RTX 3070,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,"16"" WQXGA IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, G-SYNC, DC dimmer",Integrated 80Wh,HD 720p with E-camera Shutter,"2x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 1 (support data transfer only) 1x Thunderbolt 4 / USB4 40Gbps (support data transfer and DisplayPort 1.4) 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 100W and Display",2.5 kg,1 Year,none,Unknown,16.0,29389492,"2560x1600, 165 HZ",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050 Ti,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 250 nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,none,Unknown,16.0,14798672,"1920 x 1080, 120 Hz",Gaming / Creator
MSI,GS76 STEALTH 11UH,Intel Core I7-11800H,Nvidia GeForce RTX 3080,16GB GDDR6,32GB Ram,1TB SSD,"17.3"" FHD (1920x1080), 360Hz, IPS-Level",4-Cell 99.9 Battery (Whr),IR HD type (30fps@720p),1x Type-C (USB / DP / Thunderbolt™ 4) with PD charging 1x Type-C (USB3.2 Gen2 / DP) 2x Type-A USB3.2 Gen2 1x (8K @ 60Hz / 4K @ 120Hz) HDMI 1x SD (XC/HC) Card Reader 1x RJ45,2.45 kg,1 Year,,Unknown,32.0,24144518,"1920 x 1080, 360Hz",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core i5-11300H,NVIDIA GeForce RTX 3050,4GB GDDR6,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,none,Unknown,1.0,15013392,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,Legion 5 15ACH6A,AMD Ryzen 7 5800H,AMD Radeon RX 6600M 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, FreeSync, DC dimmer",Integrated 80Wh,HD 720p with E-camera Shutter,"3x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4) 1x HDMI 2.1 1x Ethernet (RJ-45) 1x Headphone / microphone combo jac",2.4 kg,1 Year,none,Unknown,16.0,25003608,"1920 x 1080, 165 HZ",Gaming / Creator
Lenovo,Legion 5 15ACH6H,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, FreeSync, G-SYNC, DC dimmer",Integrated 80Wh,HD 720p with E-camera Shutter,"3x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4) 1x HDMI 2.1 1x Ethernet (RJ-45) 1x Headphone / microphone combo jac",2.4 kg,1 Year,none,Unknown,16.0,20798585,"1920 x 1080, 165 HZ",Gaming / Creator
Lenovo,Legion 7 16ACHg6,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3080,16GB GDDR6,32GB 2x 16GB SO-DIMM DDR4-3200,2x 1TB SSD M.2 2280 PCIe 3.0x4 NVMe,"16"" WQXGA IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, FreeSync, G-SYNC, DC dimmer",Integrated 80Wh,HD 720p with E-camera Shutter,"2x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 1 (support data transfer only) 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 100W and DisplayPort 1.4) 1x HDMI 2.1 1x",2.5 kg,1 Year,none,Unknown,32.0,44497541,"2560 x 1600, 165 HZ",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050,4GB GDDR6,8GB 1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,,Unknown,8.0,14607498,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060 6GB,6GB GDDR6,16GB RAM,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 60Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,,Unknown,16.0,20346363,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core i7-11370H,NVIDIA GeForce RTX 3050 4GB,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""","15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,none,Unknown,16.0,19793901,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""","15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,,Unknown,16.0,12051094,"1920 x 1080, 165 HZ",Gaming / Creator
HP,Victus 15-FA0031DX,Intel Core I5-12450H,NVIDIA® GeForce® GTX 1650 Laptop GPU (4 GB GDDR6 dedicated),4 GB GDDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,"39.6 cm (15.6) diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","3-cell, 52.5 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 SuperSpeed USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge);  1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge);  1 SuperSpeed USB Type-A 5Gbps signaling rate;  1 HDMI 2.1; 1 RJ-45;  1 AC smart pin;  1 headphone/",2.29 kg,1 Year,,Unknown,8.0,15071302,"1920 x 1080, 144 Hz",Gaming / Creator
Dell,G15 5511,Intel Core i7-11800H,Nvidia® GeForce® RTX™ 3060 6GB,6GB GDDR6,"16GB, 2x8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,"6-Cell Battery, 86WHr (Integrated)",HD 720p with dual-array mic and physical shutter,1. USB 3.2 Gen 1 | 2. USB 3.2 Gen 1 with PowerShare | 3. Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. USB 3.2 Gen 1 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic.,2.65 kg,1 Year,,Unknown,16.0,19984710,"1920 x 1080, 120 Hz",Gaming / Creator
Dell,Alienware X15 R1,Intel Core i7-11800H,NVIDIA GeForce RTX™ 3070 8GB,8GB GDDR6,"16 GB, DDR4, 3200 MHz, integrated","512 GB, M.2, PCIe NVMe, SSD","15.6"", FHD, 360Hz, Non-Touch, 1ms, Advanced Optimus, ComfortView Plus, NVIDIA G-SYNC","87 WHr, 6-cell smart lithium-ion battery","Camera 720p at 30 fps, HD RGBIr camera Dual-array microphones",1 USB 3.2 Gen 1 port with PowerShare 1 USB-C 3.2 Gen 2 port with Power Delivery and DisplayPort™ 1 Thunderbolt™ 4 port with Power Delivery and DisplayPort™ 1 Headset (headphone and microphone combo) port 1 HDMI 2.1 port 1 Power-adapter port 1 Type-C to RJ,2.36 kg,1 Year,,Unknown,16.0,22539374,"1920 x 1080, 360Hz",Gaming / Creator
Razer,BLADE 15,Intel Core i7-10875H,NVIDIA GeForce RTX 3080,16GB GDDR6,32GB dual-channel DDR4-2933MHz (16GB x 2),1TB SSD M.2 NVMe PCIe 3.0 x4,"15.6"" 4K OLED 60Hz, touch, 100% sRGB, 4.9 mm bezel, factory calibrated",Up to 7 hours Built-in 80WHr rechargeable lithium-ion polymer battery,IR webcam with Windows Hello support,"1x Thunderbolt 3 (USB-C), Supports 20V USB-C chargers with PD 3.0 3x USB 3.2 Gen 2 (USB-A) USB-C 3.2 Gen 2, Supports 20V USB-C chargers with PD 3.0 SD Card Reader, UHS-III HDMI 2.1 output (Up to 8K 60Hz or 4K 120Hz)",2.08kg,1 Year,,Unknown,32.0,22607197,"3840 x 2160, 60 Hz",Gaming / Creator
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce GTX 1650,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""","15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",Integrated 45Wh,HD 720p with Camera Shutter,2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.25 kg,1 Year,none,Unknown,16.0,11838808,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,Legion 5 15IMH6,Intel Core I7-10750H,NVIDIA GeForce RTX 3050 Ti,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-2933,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"15.6"" FHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer",Integrated 60Wh,HD 720p with Camera Shutter,3x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C 3.2 Gen 1 (support data transfer and DisplayPort 1.2) 1x HDMI 2.0 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm) 1x Power connector,2.3 kg,1 Year,none,Unknown,16.0,12651067,"1920 x 1080, 165 HZ",Gaming / Creator
HP,Pavilion 15-dk2108ne,Intel Core i5-11300H,NVIDIA® GeForce® GTX1650 4G,4GB GDDR6,16 GB DDR4-3200 MHz RAM (2 x 8 GB),1TB 7200 rpm SATA HDD+256 GB PCIe® NVMe™ M.2 SSD,"15.6"" Inch diagonal, FHD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 72% NTSC","3-cell, 52.5 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.0; 1 RJ-45; 1 AC smart pin; 1 headphone/micr",2.28 kg,1 Year,,Unknown,16.0,12299518,"1920 x 1080, 144 Hz",Gaming / Creator
HP,Pavilion Gaming I5-DK2041NE,Intel Core i5-11300H,NVIDIA® GeForce RTX™ 3050 4GB,4GB GDDR6,8 GB DDR4-3200 MHz RAM (2 x 4 GB),256 GB PCIe® NVMe™ M.2 SSD 1TB 7200 rpm SATA HDD,"15.6""Inch diagonal FHD 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, 300 nits, 72% NTSC","3-cell, 52.5 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.0; 1 RJ-45; 1 AC smart pin; 1 headphone/micr",2.28 kg,1 Year,,Unknown,8.0,13511775,"1920 x 1080, 144 Hz",Gaming / Creator
,ROG Strix G15 G513IE-HN003W,AMD Ryzen 7 4800H,DIA® GeForce RTX™ 3050 Ti 4GB,,16GB RAM,512GB M.2 NVMe™ PCIe ® 3.0 SSD,15.6 inch FHD 16:9 & 250 Nits anti-glare display sRGB: 62.5% Refresh Rate: 144Hz IPS-level screen Adaptive-Sync Optimus,"56WHrs, 4S1P, 4-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b USB 3.2 Gen 2 Type-C port for plug/power delivery 3x USB 3.2 Gen 1 Type-A,2.10 kg,2 Year,,Unknown,16.0,16627057,"1920 x 1080, 144 Hz",Gaming / Creator
,TUF Gaming F15 FX506HEB-HN154T,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3050Ti 4GB,4GB GDDR6,16GB DDR4-3200 SO-DIMM x 2,1TB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inches FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus",,720P HD camera,1x 3.5mm Combo Audio Jack  1x HDMI 2.0b  3x USB 3.2 Gen 1 Type-A  1x RJ45 LAN port,2.30 Kg,2 Year,,Unknown,16.0,16452282,"1920 x 1080, 144 Hz",Gaming / Creator
,TUF Dash F15 FX516PC-HN004T,Intel Core I7-11370H,NVIDIA® GeForce RTX™ 3050 4GB,4GB GDDR6,16GB DDR4,512 GB PCIe® NVMe™ M.2 SSD,"15.6-inch, FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Value IPS-level, Adaptive-Sync, Optimus sRGB:62.5%, Adobe:47.34%","76WHrs, 4S1P, 4-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 3x USB 3.2 Gen 1 Type-A 1x RJ45 LAN port 1x Thunderbolt™ 4 support DisplayPort™ / power delivery,2 kg,2 Year,,Unknown,16.0,14488025,"1920 x 1080, 144 Hz",Gaming / Creator
,Rog Strix Scar 15 G533QS-HF017T,AMD Ryzen™ 9 5900HX,NVIDIA® GeForce RTX™ 3080 16GB,16GB GDDR6,32GB Ram,1TB PCIE SSD,15.6-inch with 200 Nits FHD 16:9 anti-glare display sRGB: 100.00% Adobe: 75.35% Refresh Rate: 300Hz Response Time: 3ms IPS-level Optimus,"90WHrs, 4S1P, 4-cell Li-ion",HD 720p with dual-array mic and physical shutter,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 3x USB 3.2 Gen 1 Type-A,2.30 Kg,2 Year,,Unknown,32.0,31004131,"1920 x 1080, 300Hz",Gaming / Creator
,ROG Strix SCAR G533QS-HF255T,AMD Ryzen 9 5900HX,NVIDIA® GeForce RTX™ 3080 16GB,16GB GDDR6,32GB Ram,1TB PCIE SSD,15.6-inch with 200 Nits FHD 16:9 anti-glare display sRGB: 100.00% Adobe: 75.35% Refresh Rate: 300Hz Response Time: 3ms IPS-level Optimus,"90WHrs, 4S1P, 4-cell Li-ion",FHD 1080P@60FPS external camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.0b 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 3x USB 3.2 Gen 1 Type-A,2.30 Kg,2 Year,,Unknown,32.0,32478149,"1920 x 1080, 300Hz",Gaming / Creator
